10.82.141.196,cisco_ios,admin,cisco!123,cisco!123
10.82.141.200,cisco_ios,admin,cisco!123,cisco!123
10.82.141.199,cisco_ios,admin,cisco!123,cisco!123
10.82.141.198,cisco_ios,admin,cisco!123,cisco!123
10.82.141.197,cisco_ios,admin,cisco!123,cisco!123
10.82.141.196,cisco_ios,admin,cisco!123,cisco!123
